Rank	Taxonpath	Taxon	X01	X02	X03	X04	X05	X06	X07	X08	X09	X10	X65-5-5	X65-5-1	X65-3-3	X65-3-1	X11	X25-I-1	X26-I-1	X27-I-1	X28-I-1	X29-I-1	X25-I-5	X30-II-5	X35-III-5	X40-I-5	X45-II-5	X12	X50-III-5	X75-5-5	X75-5-1	X75-3-3	X75-3-1	X60-5-5	X60-5-1	X60-3-3	X60-3-1	X80-5-5	X13	X80-5-1	X80-3-3	X80-3-1	X14	X15	X16	X17	X18	X19	X20	X21	X22	X23	X24	X01Pool	X11Pool	X21Pool	X55	X56	X57	X58	X59	X60	X61	X62	X63	X64	PCRRep01	PCRRep02	PCRRep03	PCRRep04	PCRRep05	PCRRep06	PCRRep07	PCRRep08	PCRRep09	PCRRep10	X55Pool	X70-5-5	X70-5-1	X70-3-3	X70-3-1	X1264-IV-5	X1274-IV-5	X1285-I-5	X1289-II-5	X1294-III-5	X1299-IV-5	X01_10_isPool	X11_20_isPool	X21_24_isPool	X55_64_isPool	XPCR
order	Main genome;Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Thoracosphaeraceae order incertae sedis	Thoracosphaeraceae order incertae sedis	8	8	8	6	6	6	8	8	8	6	8	9	8	9	6	11	8	10	9	8	9	10	8	8	9	6	10	11	10	11	10	11	10	11	11	10	6	11	11	10	8	6	5	6	6	4	6	7	9	8	7	8	8	11	8	8	8	8	6	8	9	7	9	7	8	8	8	9	8	10	8	8	8	8	9	7	7	7	7	10	8	8	9	8	9	10	11	10	14	10
order	Main genome;Eukaryota;SAR;Alveolata;Dinoflagellata;Dinoflagellata incertae sedis;Blastodinium order incertae sedis	Blastodinium order incertae sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
order	Main genome;Eukaryota;SAR;Alveolata;Dinoflagellata;Noctilucales class incertae sedis;Noctilucales	Noctilucales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
order	Main genome;Eukaryota;SAR;Alveolata;Ciliophora;Spirotrichea;Euplotia	Euplotia	0	0	0	0	0	1	0	0	1	0	1	1	1	0	1	1	1	1	1	0	2	2	2	1	2	1	1	8	9	11	6	1	0	1	1	4	2	7	2	5	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	3	1	3	2	5	1	0	3	0	1	1	2	1	1	1	0	1	0	0	3	5	3	2	1	2	6	0	6	7
order	Main genome;Eukaryota;SAR;Alveolata;Ciliophora;Spirotrichea;Hypotrichia	Hypotrichia	2	1	3	2	4	4	2	1	1	2	2	5	8	4	3	13	11	12	12	10	11	15	15	8	7	5	12	29	27	29	27	14	9	10	11	25	8	31	23	23	5	5	3	3	2	8	3	3	3	3	2	4	5	1	4	3	8	8	8	8	11	8	8	9	9	8	9	10	9	13	8	6	14	6	9	2	0	1	2	3	7	14	10	10	13	12	24	7	32	31
order	Main genome;Eukaryota;SAR;Alveolata;Ciliophora;Spirotrichea;Oligotrichia	Oligotrichia	6	6	4	5	5	6	7	6	6	6	7	7	7	7	4	6	6	5	5	5	6	7	6	6	6	6	7	7	7	7	7	6	6	6	6	7	5	7	6	6	5	5	5	3	4	2	4	6	6	6	6	7	6	6	6	7	6	6	6	6	5	6	5	6	6	6	6	6	6	6	6	6	6	6	7	6	6	6	6	6	7	7	6	6	7	7	6	6	7	6
order	Main genome;Eukaryota;SAR;Alveolata;Ciliophora;Spirotrichea;Choreotrichia	Choreotrichia	2	2	3	2	1	3	1	4	4	2	5	5	4	3	1	2	1	3	3	3	5	5	6	5	6	1	8	5	8	7	8	7	3	6	4	5	4	3	3	7	4	2	3	1	4	3	5	5	4	5	6	6	4	5	2	3	0	2	2	2	2	4	5	4	2	3	3	3	2	2	3	2	2	2	4	7	4	4	3	5	6	6	6	5	5	9	10	8	10	6
order	Main genome;Eukaryota;SAR;Alveolata;Ciliophora;Spirotrichea;Protohypotrichia	Protohypotrichia	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
order	Main genome;Eukaryota;SAR;Alveolata;Ciliophora;Spirotrichea;Protocruzia order incertae sedis	Protocruzia order incertae sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	4	1	2	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2
order	Main genome;Eukaryota;SAR;Alveolata;Ciliophora;Heterotrichea;Anigsteinia order incertae sedis	Anigsteinia order incertae sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
order	Main genome;Eukaryota;SAR;Alveolata;Ciliophora;Oligohymenophorea;Scuticociliatia	Scuticociliatia	4	4	3	4	2	1	6	3	2	4	5	5	6	3	2	10	11	11	9	11	10	12	9	8	8	6	7	19	17	17	16	7	8	9	6	16	2	17	14	18	5	3	4	4	1	6	5	2	4	4	3	5	5	3	5	6	7	7	6	7	4	9	5	7	5	7	5	4	3	4	7	6	5	4	9	5	3	6	3	4	8	10	8	8	13	11	15	7	20	12
order	Main genome;Eukaryota;SAR;Alveolata;Ciliophora;Oligohymenophorea;Apostomatia	Apostomatia	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	1
order	Main genome;Eukaryota;SAR;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia	Peritrichia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	2	1	2	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1
order	Main genome;Eukaryota;SAR;Alveolata;Ciliophora;Oligohymenophorea;Peniculia	Peniculia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
order	Main genome;Eukaryota;SAR;Alveolata;Ciliophora;Prostomatea;Cryptocaryon order incertae sedis	Cryptocaryon order incertae sedis	2	2	2	2	2	1	2	3	1	3	3	2	2	2	3	2	2	2	3	1	3	1	3	2	3	3	3	6	5	5	6	3	1	3	3	4	2	5	3	4	1	2	2	2	2	1	2	3	2	3	3	4	3	4	2	3	2	2	3	1	3	2	2	2	2	2	2	3	2	2	2	2	2	2	3	3	3	3	3	1	2	3	3	1	4	4	5	4	4	3
order	Main genome;Eukaryota;SAR;Alveolata;Ciliophora;Colpodea;Cyrtolophosidida	Cyrtolophosidida	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
order	Main genome;Eukaryota;SAR;Alveolata;Ciliophora;Phyllopharyngea;Suctoria	Suctoria	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
order	Main genome;Eukaryota;SAR;Alveolata;Ciliophora;Nassophorea;Zosterodasys order incertae sedis	Zosterodasys order incertae sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
order	Main genome;Eukaryota;SAR;Alveolata;Chromerida;Chromera class incertae sedis;Chromera order incertae sedis	Chromera order incertae sedis	1	0	0	0	0	0	1	0	1	1	1	1	1	1	2	3	1	1	2	1	1	1	1	1	1	0	2	1	2	1	1	2	2	2	1	3	1	1	3	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	3	2	2	1	2	1	1	1	0	1	1	1	2	1	1	0	1	0	0	2	1	1	1	1	1	2	0	4	3
order	Main genome;Eukaryota;SAR;Alveolata;Syndiniales class incertae sedis;Syndiniales;Syndiniales Group II	Syndiniales Group II	13	11	17	12	10	13	15	12	19	12	19	15	17	19	7	19	18	12	18	15	13	22	12	25	19	4	24	20	16	15	13	23	11	21	12	18	5	16	18	14	5	7	3	7	8	6	8	6	8	4	6	13	8	7	10	10	7	9	8	13	14	6	9	12	13	11	9	16	15	9	11	15	13	11	11	21	18	23	16	13	19	25	19	18	13	35	29	16	32	36
order	Main genome;Eukaryota;SAR;Alveolata;Syndiniales class incertae sedis;Syndiniales;Syndiniales Group I	Syndiniales Group I	7	6	7	7	7	7	7	7	9	6	6	7	6	7	5	7	9	8	6	9	8	7	10	9	8	6	11	8	7	10	7	9	9	9	8	9	4	11	8	11	5	7	6	6	6	6	4	7	7	4	6	6	5	5	6	6	9	8	9	6	7	9	8	8	8	7	6	7	7	5	6	9	7	7	7	8	6	7	6	6	8	10	9	7	8	13	8	9	16	9
order	Main genome;Eukaryota;SAR;Alveolata;Syndiniales class incertae sedis;Syndiniales;Syndiniales Group III	Syndiniales Group III	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
order	Main genome;Eukaryota;SAR;Alveolata;Syndiniales class incertae sedis;Syndiniales;Hematodinium order incertae sedis	Hematodinium order incertae sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
order	Main genome;Eukaryota;SAR;Alveolata;Syndiniales class incertae sedis;Syndiniales;Amoebophrya order incertae sedis	Amoebophrya order incertae sedis	2	5	5	1	3	1	3	1	4	3	1	2	3	3	0	4	3	6	5	5	5	3	4	5	6	1	5	9	7	6	5	7	3	3	2	5	0	3	3	7	2	3	0	3	0	0	2	1	2	0	3	3	1	0	2	2	1	2	2	3	2	1	4	2	2	3	4	3	1	1	1	3	4	2	1	8	1	8	4	3	2	5	5	5	3	9	5	4	8	7
order	Main genome;Eukaryota;SAR;Alveolata;Syndiniales class incertae sedis;Syndiniales;Duboscquella order incertae sedis	Duboscquella order incertae sedis	1	0	1	0	1	2	1	1	1	1	1	2	1	1	1	2	2	2	1	2	3	3	4	4	4	1	3	2	2	1	1	1	2	1	1	2	1	2	3	2	1	0	2	1	0	0	0	1	1	1	1	1	2	1	1	1	1	2	2	2	2	2	1	1	2	1	1	1	1	1	1	1	1	0	2	3	2	3	2	2	1	1	2	2	1	4	2	2	5	2
order	Main genome;Eukaryota;SAR;Alveolata;Perkinsidae phylum incertae sedis;Perkinsidae class incertae sedis;Perkinsidae order incertae sedis	Perkinsidae order incertae sedis	7	10	13	8	11	10	11	11	9	6	16	6	11	8	5	13	15	15	16	13	18	23	23	17	18	4	32	37	27	36	22	24	17	18	15	31	8	26	29	23	9	8	7	7	3	4	3	4	6	8	6	9	5	5	9	13	16	13	10	11	10	14	12	11	11	12	11	9	9	11	13	13	13	10	16	15	13	13	7	10	17	21	16	19	25	37	21	15	42	19
order	Main genome;Eukaryota;SAR;Rhizaria;Cercozoa;Chlorarachniophyta;Minorisa order incertae sedis	Minorisa order incertae sedis	0	1	1	0	0	0	0	0	0	1	0	0	1	1	0	2	2	1	0	1	1	0	1	1	2	0	1	2	3	1	2	1	1	1	1	3	0	2	1	1	0	1	1	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	1	0	0	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	0	0	1	1	1	1	1	2	1	1	1	1
order	Main genome;Eukaryota;SAR;Rhizaria;Cercozoa;Granofilosea;Massisteria order incertae sedis	Massisteria order incertae sedis	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	2	2	1	0	2	0	3	6	4	3	7	2	0	2	1	3	0	3	3	4	0	0	1	1	0	1	0	0	1	0	0	1	1	0	1	1	1	1	0	0	1	0	2	0	1	1	0	0	1	0	0	1	0	1	1	1	0	1	0	0	1	0	0	1	0	1	2	1	5	4
order	Main genome;Eukaryota;SAR;Rhizaria;Cercozoa;Phytomyxea;Maullinia order incertae sedis	Maullinia order incertae sedis	2	2	1	2	2	2	1	2	2	1	2	1	2	2	1	2	2	2	1	2	2	2	2	2	2	2	1	1	1	2	2	2	2	2	1	1	2	2	1	2	2	1	2	2	2	1	2	2	1	2	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	1	2	2	1	2	2	2	2	2	1	1	2	1	2	2	2	2	2	2	2
order	Main genome;Eukaryota;SAR;Rhizaria;Cercozoa;Imbricatea;Spongomonadida	Spongomonadida	0	0	1	0	0	0	0	1	1	0	1	1	1	0	0	0	0	0	1	0	1	2	1	1	1	0	0	3	2	1	2	1	1	1	0	2	0	1	2	1	0	0	0	0	1	0	0	1	0	0	0	1	0	1	1	1	0	1	0	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1
order	Main genome;Eukaryota;SAR;Rhizaria;Cercozoa;Imbricatea;Marimonadida	Marimonadida	19	20	24	23	22	23	20	20	21	22	28	20	29	20	14	22	25	29	27	28	30	29	31	32	29	14	30	42	33	41	34	35	29	32	26	45	11	38	38	33	14	12	15	15	12	12	15	18	19	14	17	22	18	16	16	19	25	20	21	27	24	25	17	25	24	18	21	23	24	20	21	22	22	23	24	25	21	24	22	22	24	37	27	24	24	43	34	32	52	38
order	Main genome;Eukaryota;SAR;Rhizaria;Cercozoa;Imbricatea;p15D09	p15D09	4	4	5	6	5	7	5	5	4	8	5	4	4	3	3	5	8	5	8	5	7	8	7	7	7	2	8	8	10	9	8	8	11	9	5	13	5	9	12	9	2	5	4	4	2	2	3	0	5	6	7	6	3	3	5	7	4	5	6	4	8	3	4	4	6	5	7	7	8	8	6	6	8	8	8	5	4	4	4	4	9	8	7	8	7	12	10	10	12	11
order	Main genome;Eukaryota;SAR;Rhizaria;Cercozoa;Imbricatea;Novel Clade 3	Novel Clade 3	0	1	1	1	0	0	0	2	1	0	3	2	3	2	1	1	0	1	2	0	3	3	3	3	2	0	2	4	6	4	6	1	1	1	1	3	0	5	5	4	1	0	0	0	0	0	0	1	0	0	1	2	0	0	0	1	0	1	0	1	2	0	0	1	1	0	0	0	1	1	0	0	1	1	0	1	0	1	1	1	1	3	1	1	2	3	2	2	2	2
order	Main genome;Eukaryota;SAR;Rhizaria;Cercozoa;Imbricatea;Nudifila order incertae sedis	Nudifila order incertae sedis	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
order	Main genome;Eukaryota;SAR;Rhizaria;Cercozoa;Imbricatea;Euglyphida	Euglyphida	8	9	15	15	13	12	19	15	11	15	24	17	21	13	10	22	18	19	28	20	26	29	31	28	31	6	35	44	34	40	39	44	21	34	18	53	10	46	45	38	12	8	8	5	5	5	8	9	5	10	10	19	10	8	14	17	25	14	15	24	15	15	11	18	16	18	20	16	17	16	19	17	20	24	19	31	21	22	16	20	23	23	21	20	19	48	33	18	56	55
order	Main genome;Eukaryota;SAR;Rhizaria;Cercozoa;Imbricatea;Thaumatomonadida	Thaumatomonadida	12	12	12	8	13	11	11	11	10	10	15	11	14	9	10	14	18	12	14	13	20	19	17	22	20	6	20	26	22	23	21	18	14	19	16	24	10	23	22	19	12	9	11	7	12	7	8	10	12	12	11	17	10	9	11	13	12	13	13	16	13	14	13	11	12	13	13	14	13	10	12	13	14	13	18	16	14	14	13	11	14	16	17	14	15	26	23	21	30	19
order	Main genome;Eukaryota;SAR;Rhizaria;Cercozoa;Thecofilosea;Thecofilosea incertae sedis	Thecofilosea incertae sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
order	Main genome;Eukaryota;SAR;Rhizaria;Cercozoa;Thecofilosea;Cryomonadida	Cryomonadida	5	6	7	5	7	9	9	5	6	7	11	7	9	5	8	8	6	8	7	8	12	7	9	7	9	5	9	8	7	7	8	11	9	9	6	9	7	8	8	10	6	4	7	6	5	6	5	5	7	8	5	9	7	5	8	7	6	7	6	8	6	7	7	6	8	7	9	6	11	9	10	8	8	6	5	9	7	8	7	8	10	6	5	6	6	19	16	10	22	28
order	Main genome;Eukaryota;SAR;Rhizaria;Cercozoa;Thecofilosea;Ebriacea	Ebriacea	7	7	9	9	10	9	8	8	6	7	14	8	12	11	3	9	11	12	12	8	17	9	9	13	11	5	14	16	20	15	15	10	8	9	8	11	8	13	11	11	8	6	4	7	5	5	6	7	8	7	7	9	5	5	8	7	5	6	4	8	10	7	10	6	9	6	8	6	9	10	8	6	8	7	11	12	10	11	8	8	10	14	11	10	11	23	13	11	22	17
order	Main genome;Eukaryota;SAR;Rhizaria;Cercozoa;Thecofilosea;NW617	NW617	4	1	2	3	3	3	4	1	2	3	5	1	4	1	2	1	3	2	2	4	3	6	4	5	3	1	3	3	3	2	3	3	1	3	2	3	1	4	3	3	1	2	1	1	1	2	3	1	1	1	2	3	2	1	1	4	2	4	1	3	4	2	2	2	1	2	4	1	4	2	4	2	2	2	2	4	4	3	1	2	1	2	1	1	2	10	5	2	13	10
order	Main genome;Eukaryota;SAR;Rhizaria;Cercozoa;Thecofilosea;DSGM-50	DSGM-50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	2	2	1	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
order	Main genome;Eukaryota;SAR;Rhizaria;Cercozoa;Thecofilosea;BOLA322	BOLA322	5	5	5	5	5	5	5	5	5	5	5	5	5	5	3	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	4	5	5	5	4	4	3	5	4	4	4	3	5	2	3	5	3	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5
order	Main genome;Eukaryota;SAR;Rhizaria;Cercozoa;Thecofilosea;WHOI-LI1-14	WHOI-LI1-14	2	1	2	1	1	2	1	1	3	1	2	1	2	1	2	2	1	2	1	2	2	3	5	2	3	3	3	4	2	3	3	3	1	4	2	4	2	4	3	4	1	2	1	1	1	2	1	1	2	2	2	1	2	2	2	3	2	1	2	1	2	2	1	1	1	2	2	2	3	3	2	2	3	1	2	3	2	4	1	2	4	2	4	3	3	4	5	2	6	7
order	Main genome;Eukaryota;SAR;Rhizaria;Cercozoa;Thecofilosea;NIF-3A7	NIF-3A7	1	1	2	0	1	2	2	1	1	1	1	1	1	1	1	1	1	0	0	1	1	2	1	1	1	1	1	3	1	1	1	1	1	1	2	1	1	2	1	1	1	2	1	1	2	0	1	0	1	1	0	1	1	2	1	2	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	3	1	2	1
order	Main genome;Eukaryota;SAR;Rhizaria;Cercozoa;Metromonadea;Metopion order incertae sedis	Metopion order incertae sedis	1	1	1	3	4	1	0	3	1	2	3	0	4	4	0	5	3	4	7	1	4	6	6	7	6	1	7	8	9	9	9	6	3	4	2	10	2	14	10	8	5	0	2	2	2	2	0	1	4	1	2	1	3	1	3	3	5	3	3	5	4	4	1	6	4	3	3	2	6	4	2	2	7	4	2	3	1	2	1	3	5	3	4	4	2	8	9	4	12	14
order	Main genome;Eukaryota;SAR;Rhizaria;Cercozoa;Vampyrellidae class incertae sedis;Vampyrellidae order incertae sedis	Vampyrellidae order incertae sedis	13	24	17	21	21	21	16	17	20	12	30	17	24	25	12	19	20	24	20	24	25	29	27	29	31	14	38	36	27	31	28	35	24	30	15	31	10	35	25	23	8	10	8	9	8	6	7	10	10	11	7	14	14	12	22	19	18	14	15	14	23	21	21	24	17	12	20	17	12	17	16	15	20	20	20	34	27	28	19	23	17	21	23	19	21	64	37	25	66	39
order	Main genome;Eukaryota;SAR;Rhizaria;Cercozoa;Cercomonadidae class incertae sedis;Cercomonadidae order incertae sedis	Cercomonadidae order incertae sedis	3	5	7	7	7	7	8	2	6	5	11	8	9	6	2	8	7	8	8	8	10	12	10	13	12	1	9	12	7	13	9	14	10	12	11	11	1	11	12	7	2	0	3	0	2	2	1	7	4	4	3	8	3	4	7	8	4	5	8	6	6	7	6	7	6	5	8	7	6	6	6	5	7	5	12	12	8	10	9	8	8	7	10	8	8	16	9	8	18	8
order	Main genome;Eukaryota;SAR;Rhizaria;Cercozoa;Glissomonadida class incertae sedis;Glissomonadida	Glissomonadida	2	0	2	0	1	1	1	1	1	0	1	2	0	2	0	1	1	0	1	2	2	5	4	3	3	0	1	3	4	5	4	5	1	3	1	1	1	2	4	2	0	1	1	1	0	0	0	0	0	0	0	2	0	0	0	1	2	1	2	1	2	0	2	0	0	3	0	2	1	1	2	1	0	3	2	2	2	2	1	3	1	3	2	2	2	4	2	0	6	7
order	Main genome;Eukaryota;SAR;Rhizaria;Cercozoa;Paradiniidae;Paradinium order incertae sedis	Paradinium order incertae sedis	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	4	3	3	4	3	3	3	3	3	3	3	3	3	3	2	3	3	3	2	3	2	3	3	3	3	3	3	3	4	3	4	4	3	3	3	3	3	3	4	3	3	3	4	3	3	3	3	3	3	3	3	3	3	4	3	4	4	3	6	5
order	Main genome;Eukaryota;SAR;Rhizaria;Retaria;Polycystinea;Nassellaria	Nassellaria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
order	Main genome;Eukaryota;SAR;Rhizaria;Retaria;Polycystinea;Spumellaria	Spumellaria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
order	Main genome;Eukaryota;SAR;Rhizaria;Retaria;Acantharia;Arthracanthida	Arthracanthida	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
order	Main genome;Eukaryota;SAR;Rhizaria;Retaria;Acantharia;Holocanthida	Holocanthida	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
order	Main genome;Eukaryota;SAR;Rhizaria;Retaria;Acantharia;Acantharea Group I	Acantharea Group I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
order	Main genome;Eukaryota;SAR;Stramenopiles;Stramenopiles incertae sedis;Developayella class incertae sedis;Developayella order incertae sedis	Developayella order incertae sedis	0	0	3	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	2	0	4	3	4	4	1	0	1	0	0	4	0	4	6	5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	2	2	4	2	0	5	3
