Rank	Taxonpath	Taxon	S675S.DA01r3	S07.18SX07	S45.18SX62	S20.18SX20	S676S.DA01r4	S10.18SX10	S23.18SX23	S677S.DA01r5	S770S.DA013III	S186SBLEX2	S44.18SX61	S39.18SX56	S771S.DA013IV	S192SBLPCR	S122S75.79	S688S.DA01	S22.18SX22	S15.18SX15	S126S60.64	S109S65.67	S42.18SX59	S113S27	S687S.DA01	S679S.DA01r7	S768S.DA013I	S115S29	S108S65.69	S38.18SX55	S27.18SX21.24	S02.18SX02	S812S.BLEX14	S686S.DA01	S674S.DA01r2	S680S.DA01r8	S03.18SX03	S112S26	S40.18SX57	S26.18SX11.20	S133S80.82	S46.18SX63	S120S45.49	S118S35.39	S683S.DA01	S13.18SX13	S110S65.67	S128S60.62	S43.18SX60	S678S.DA01r6	S111S25	S123S75.79	S09.18SX09	S18.18SX18	S19.18SX19	S12.18SX12	S119S40.44	S189SMOCK	S189SBLEX4	S06.18SX06	S125S75.77	S767S.DA012IV	S689S.DA01	S17.18SX17	S124S75.77	S129S60.62	S01.18SX01	S127S60.64	S47.18SX64	S121S50.54	S04.18SX04	S25.18SX1.10	S08.18SX08	S21.18SX21	S766S.DA011IV	S107S65.69	S41.18SX58	S11.18SX11	S114S28	S16.18SX16	S682S.DA01r10	S14.18SX14	S732S.BLANK	S813S.BLANK	S769S.DA013II	S681S.DA01r9	S811S.BLEX14	S132S80.82	S48.18SBlank	S116S25.29	S130S80.84	S05.18SX05	S117S30.34	S24.18SX24	S131S80.84	S673S.DA01r1
order	Main genome;Eukaryota;SAR;Stramenopiles;Chrysophyceae phylum incertae sedis;Chrysophyceae;I76	I76	1	0	1	1	1	1	1	1	0	0	0	1	1	0	1	1	1	1	2	1	2	0	2	2	0	1	1	1	0	0	0	1	2	2	0	1	1	1	2	1	2	1	1	0	1	2	1	0	0	1	1	1	1	2	1	0	0	1	1	2	1	1	2	1	0	2	1	2	0	1	1	0	0	2	1	1	2	1	0	1	0	0	1	0	0	2	0	1	1	2	2	0	0	1
order	Main genome;Eukaryota;SAR;Stramenopiles;Chrysophyceae phylum incertae sedis;Chrysophyceae;E222	E222	4	5	5	4	5	4	4	5	3	0	4	4	1	0	8	6	3	3	6	4	5	6	5	7	5	5	5	7	3	5	0	6	4	6	6	4	6	6	6	6	6	6	6	5	4	7	6	6	6	7	5	4	2	3	6	0	0	6	5	6	4	4	7	5	4	4	5	7	4	4	7	4	4	6	7	3	6	4	7	6	0	0	7	7	0	6	1	5	6	4	6	1	4	5
order	Main genome;Eukaryota;SAR;Stramenopiles;Raphidophyceae phylum incertae sedis;Raphidophyceae;Chattonellales	Chattonellales	4	3	3	0	0	3	1	3	3	0	3	3	3	0	3	3	2	1	4	3	4	3	4	3	2	3	1	3	2	2	0	3	2	3	4	4	2	3	3	2	4	4	3	2	1	2	3	3	4	4	2	0	1	1	4	0	0	2	2	3	2	3	3	1	1	4	3	4	3	2	3	1	3	4	3	3	4	1	1	2	0	0	3	3	0	3	0	4	4	2	3	1	3	3
order	Main genome;Eukaryota;SAR;Stramenopiles;Dictyochophyceae phylum incertae sedis;Dictyochophyceae;Pedinellales	Pedinellales	2	2	2	2	2	2	2	2	2	0	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	2	2	2	2	2	1	1	2	3	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	0	0	2	3	0	3	0	2	3	2	2	2	3	2
order	Main genome;Eukaryota;SAR;Stramenopiles;Dictyochophyceae phylum incertae sedis;Dictyochophyceae;Dictyochales	Dictyochales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
order	Main genome;Eukaryota;SAR;Stramenopiles;Bolidomonas phylum incertae sedis;Bolidomonas class incertae sedis;Bolidomonas order incertae sedis	Bolidomonas order incertae sedis	4	3	4	3	4	4	3	5	3	0	5	4	2	0	8	5	4	4	5	7	4	4	5	7	5	4	5	4	2	4	0	5	5	5	4	4	6	3	7	4	5	7	5	5	5	6	4	6	5	5	5	3	3	3	5	0	0	4	6	5	4	5	6	4	4	4	4	6	5	3	4	2	4	7	3	3	6	3	5	2	0	0	4	6	0	7	0	5	8	3	3	3	5	5
order	Main genome;Eukaryota;Amoebozoa;Amoebozoa (kingdom);Lobosa;Discosea;Flabellinia	Flabellinia	0	1	1	0	0	0	1	2	3	0	0	2	2	0	11	0	0	1	1	0	2	1	1	1	7	1	1	2	0	0	0	0	1	2	0	2	1	0	5	3	1	4	1	0	0	4	3	2	2	14	0	0	1	0	2	0	0	0	9	2	2	1	13	2	0	2	3	5	1	0	1	1	0	0	4	0	0	0	2	1	0	0	2	5	0	6	0	2	7	0	1	1	15	4
order	Main genome;Eukaryota;Amoebozoa;Amoebozoa (kingdom);Lobosa;Tubulinea;Euamoebida	Euamoebida	2	3	2	1	1	1	0	2	1	0	2	2	2	0	4	3	0	0	5	2	2	3	0	3	1	3	2	2	1	1	0	3	3	2	2	4	4	0	3	1	6	2	2	0	1	5	0	1	4	3	3	0	1	0	6	0	0	1	2	2	0	0	3	2	2	0	1	3	2	2	2	3	1	3	2	0	1	0	3	2	0	0	2	1	0	2	0	2	1	1	6	1	1	0
order	Main genome;Eukaryota;Amoebozoa;Amoebozoa (kingdom);Lobosa;Tubulinea;Leptomyxida	Leptomyxida	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
order	Main genome;Eukaryota;Hacrobia;Haptophyta (kingdom);Haptophyta;Prymnesiophyceae;Prymnesiales	Prymnesiales	4	4	5	4	4	3	2	5	4	0	4	5	4	0	5	4	2	3	5	6	4	4	5	5	3	5	5	5	1	5	0	5	5	5	4	5	3	4	5	4	6	4	4	3	6	5	5	5	5	6	4	4	4	4	4	0	0	5	5	4	4	3	5	4	4	5	4	5	4	5	4	3	4	6	4	6	5	3	5	4	0	0	4	5	0	6	0	5	5	3	6	4	4	4
order	Main genome;Eukaryota;Hacrobia;Haptophyta (kingdom);Haptophyta;Prymnesiophyceae;Isochrysidales	Isochrysidales	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	1	0	0	0	1	1	0	0	1	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	1	0
order	Main genome;Eukaryota;Hacrobia;Haptophyta (kingdom);Haptophyta;Prymnesiophyceae;Phaeocystis order incertae sedis	Phaeocystis order incertae sedis	0	2	0	0	1	0	2	1	0	0	0	0	2	0	1	0	1	1	2	3	2	0	2	0	2	2	3	0	1	1	0	0	1	0	0	0	0	1	1	0	2	0	1	1	3	1	0	1	0	0	1	1	0	2	1	0	0	0	1	1	1	1	0	0	0	1	1	2	1	0	1	0	0	3	0	0	1	0	1	0	0	0	0	1	0	1	0	2	2	1	1	1	2	1
order	Main genome;Eukaryota;Hacrobia;Cryptophyta (kingdom);Cryptophyta;Cryptophyceae;Goniomonas order incertae sedis	Goniomonas order incertae sedis	0	0	0	0	0	0	0	1	0	0	0	0	1	0	5	0	0	0	1	0	0	2	0	1	1	1	0	0	0	1	0	0	1	0	0	1	1	0	3	0	2	1	0	0	0	1	0	0	3	3	0	0	0	1	3	0	0	0	5	0	0	1	5	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	1	0	1	0	4	0
order	Main genome;Eukaryota;Hacrobia;Cryptophyta (kingdom);Cryptophyta;Cryptophyceae;Kathablepharidae order incertae sedis	Kathablepharidae order incertae sedis	0	0	0	1	1	0	0	0	0	0	0	0	0	0	4	0	0	0	3	0	2	1	0	2	0	1	0	1	0	0	0	0	0	1	1	1	0	0	3	1	0	0	2	0	1	2	0	1	0	2	0	1	0	0	0	0	0	0	2	1	0	0	3	2	0	0	0	1	0	0	0	0	0	1	2	0	0	0	1	0	0	0	1	1	0	3	0	2	3	0	1	1	4	2
order	Main genome;Eukaryota;Hacrobia;Centrohelida;Centrohelea;Acanthocystidae class incertae sedis;Acanthocystidae order incertae sedis	Acanthocystidae order incertae sedis	0	0	0	0	0	0	0	0	1	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
order	Main genome;Eukaryota;Hacrobia;Centrohelida;Centrohelea;Heterophryidae class incertae sedis;Heterophryidae order incertae sedis	Heterophryidae order incertae sedis	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	3	0	0	0	4	0	0	0	1	2	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1
order	Main genome;Eukaryota;Hacrobia;Telonemia (kingdom);Telonemia;Telonemea;Telonemida	Telonemida	3	0	4	0	3	1	0	2	3	0	1	1	3	0	12	1	1	2	5	2	4	2	2	2	9	4	2	2	1	1	0	3	2	2	0	5	3	2	8	2	5	6	2	1	1	3	3	2	3	8	0	2	1	1	5	1	0	1	7	3	1	0	9	2	0	2	0	3	1	0	0	1	2	2	1	2	4	1	0	0	0	0	3	3	0	11	0	7	10	0	4	0	9	1
order	Main genome;Eukaryota;Eukaryota incertae sedis;Palpitomonas kingdom incertae sedis;Palpitomonas phylum incertae sedis;Palpitomonas class incertae sedis;Palpitomonas order incertae sedis	Palpitomonas order incertae sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
order	Main genome;Eukaryota;Apusozoa superkingdom incertae sedis;Apusozoa kingdom incertae sedis;Apusozoa;Amastigomonas class incertae sedis;Amastigomonas order incertae sedis	Amastigomonas order incertae sedis	14	8	10	4	12	9	3	11	11	0	10	15	19	0	34	14	6	8	16	14	11	12	8	9	15	12	7	14	5	12	0	15	8	10	11	16	9	8	22	14	24	11	12	2	5	13	17	12	17	29	3	5	2	5	15	0	0	9	33	16	6	6	28	14	6	12	8	25	10	6	8	5	8	14	11	4	15	8	10	4	0	0	13	13	0	32	1	19	31	7	21	3	34	12
order	Main genome;Eukaryota;Apusozoa superkingdom incertae sedis;Apusozoa kingdom incertae sedis;Apusozoa;Rigifilida class incertae sedis;Rigifilida	Rigifilida	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	2	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	2	0	1	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	3
order	Main genome;Eukaryota;Apusozoa superkingdom incertae sedis;Apusozoa kingdom incertae sedis;Apusozoa;Ancyromonadida class incertae sedis;Ancyromonadida order incertae sedis	Ancyromonadida order incertae sedis	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
order	Main genome;Eukaryota;Apusozoa superkingdom incertae sedis;Apusozoa kingdom incertae sedis;Apusozoa;Apusomonas class incertae sedis;Apusomonas order incertae sedis	Apusomonas order incertae sedis	9	10	7	3	6	6	5	5	9	0	5	6	9	0	16	9	1	2	13	14	5	10	9	10	8	6	7	5	4	5	0	11	7	5	9	12	7	2	12	4	12	10	6	4	6	12	7	9	7	13	6	3	5	4	10	0	0	4	10	10	6	3	13	5	6	5	7	9	7	7	6	6	7	13	7	5	7	3	6	3	0	0	7	6	0	9	0	9	15	7	7	6	14	5
order	Main genome;Eukaryota;Breviatea superkingdom incertae sedis;Breviatea kingdom incertae sedis;Breviatea phylum incertae sedis;Breviatea;NAMAKO-2	NAMAKO-2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	2	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	1	2
order	Main genome;Eukaryota;Breviatea superkingdom incertae sedis;Breviatea kingdom incertae sedis;Breviatea phylum incertae sedis;Breviatea;Subulatomonas order incertae sedis	Subulatomonas order incertae sedis	3	2	4	1	3	0	0	2	0	0	4	2	1	0	2	7	1	0	1	1	4	3	2	2	2	3	1	1	1	0	0	2	4	4	2	0	5	1	3	4	1	2	1	1	4	3	1	1	4	3	0	1	1	2	4	0	0	4	2	1	3	1	4	3	2	2	3	2	2	2	0	0	1	3	3	2	1	0	2	1	0	0	0	3	0	0	0	3	1	2	2	1	3	2
family	Main genome;Eukaryota;Opisthokonta;Metazoa (Animalia);Chordata;Chondrichthyes;Elasmobranchii;Galeomorphii	Galeomorphii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family	Main genome;Eukaryota;Opisthokonta;Metazoa (Animalia);Chordata;Appendicularia class incertae sedis;Appendicularia order incertae sedis;Oikopleuridae	Oikopleuridae	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0
family	Main genome;Eukaryota;Opisthokonta;Metazoa (Animalia);Platyhelminthes;Trematoda;Prosorhynchoides order incertae sedis;Prosorhynchoides family incertae sedis	Prosorhynchoides family incertae sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
family	Main genome;Eukaryota;Opisthokonta;Metazoa (Animalia);Platyhelminthes;Monogenea;Diclidophoridae order incertae sedis;Diclidophoridae	Diclidophoridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family	Main genome;Eukaryota;Opisthokonta;Metazoa (Animalia);Platyhelminthes;Rhabdocoela class incertae sedis;Rhabdocoela;Kalyptorhynchia	Kalyptorhynchia	2	2	3	2	2	1	1	1	3	0	1	2	1	0	1	1	0	1	1	2	2	3	1	3	0	2	0	2	2	0	0	1	1	1	2	5	2	3	2	2	2	1	4	2	1	3	2	1	4	2	1	1	0	0	1	1	0	2	2	1	1	0	1	1	0	0	1	1	0	2	0	2	0	2	2	0	4	2	1	3	0	0	2	1	0	2	0	4	1	3	0	1	1	2
family	Main genome;Eukaryota;Opisthokonta;Metazoa (Animalia);Platyhelminthes;Rhabdocoela class incertae sedis;Rhabdocoela;Neodalyellida	Neodalyellida	1	1	1	0	1	3	1	1	1	0	1	1	1	0	4	1	1	2	1	1	1	1	0	1	1	2	1	1	1	0	0	2	1	1	1	1	1	2	3	1	2	0	1	2	0	1	1	1	2	2	2	1	0	1	0	0	0	2	2	2	2	2	2	1	1	1	1	2	0	2	1	1	1	0	1	3	2	2	1	2	0	0	0	1	0	2	0	1	3	2	1	2	2	2
family	Main genome;Eukaryota;Opisthokonta;Metazoa (Animalia);Annelida;Polychaeta;Opheliidae order incertae sedis;Opheliidae	Opheliidae	1	1	1	1	1	1	0	1	1	0	1	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	0	1	1	1	0	1	0	0	1	1	1	1	1	0	1	1	0	0	1	1	0	1	0	1	1	1	1	1	1	1
family	Main genome;Eukaryota;Opisthokonta;Metazoa (Animalia);Annelida;Polychaeta;Orbiniidae order incertae sedis;Orbiniidae	Orbiniidae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
family	Main genome;Eukaryota;Opisthokonta;Metazoa (Animalia);Annelida;Polychaeta;Paraonidae order incertae sedis;Paraonidae	Paraonidae	0	1	1	1	1	1	0	1	0	0	1	1	0	1	1	1	0	1	2	1	1	1	2	1	1	1	1	1	0	1	1	1	0	1	0	1	0	1	1	1	2	0	1	0	1	2	1	1	1	2	1	1	0	1	2	0	0	0	1	3	2	0	1	0	1	1	1	1	1	0	1	1	0	1	1	1	1	0	1	1	0	0	2	1	0	1	0	1	1	1	1	1	1	0
family	Main genome;Eukaryota;Opisthokonta;Metazoa (Animalia);Hemichordata;Enteropneusta;Harrimaniidae order incertae sedis;Harrimaniidae	Harrimaniidae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family	Main genome;Eukaryota;Opisthokonta;Metazoa (Animalia);Hemichordata;Enteropneusta;Ptychoderidae order incertae sedis;Ptychoderidae	Ptychoderidae	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family	Main genome;Eukaryota;Opisthokonta;Metazoa (Animalia);Priapulida;Priapulidae class incertae sedis;Priapulidae order incertae sedis;Priapulidae	Priapulidae	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
family	Main genome;Eukaryota;Opisthokonta;Fungi;Ascomycota;Pezizomycetes;Pezizales;Ascobolaceae	Ascobolaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family	Main genome;Eukaryota;Opisthokonta;Fungi;Ascomycota;Taphrinomycetes (Taphrinomycotina);Taphrinales (Taphrinomycetes (Taphrinomycotina));Protomycetaceae (Taphrinales (Taphrinomycetes (Taphrinomycotina)))	Protomycetaceae (Taphrinales (Taphrinomycetes (Taphrinomycotina)))	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family	Main genome;Eukaryota;Opisthokonta;Fungi;Basidiomycota;Exobasidiomycetes;Malasseziales;Malasseziales incertae sedis	Malasseziales incertae sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family	Main genome;Eukaryota;Opisthokonta;Fungi;Basidiomycota;Wallemiomycetes;Wallemiales;Wallemiales incertae sedis	Wallemiales incertae sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family	Main genome;Eukaryota;Opisthokonta;Fungi;Neocallimastigomycota;Neocallimastigomycetes;Neocallimastigales;Neocallimastigaceae	Neocallimastigaceae	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	2	0	0	2	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0
family	Main genome;Eukaryota;Opisthokonta;Choanomonada;Choanoflagellida;Craspedida;Codosigidae order incertae sedis;Codosigidae	Codosigidae	1	1	1	0	2	2	0	1	2	0	2	1	2	0	2	2	0	1	1	1	2	2	1	2	2	2	2	1	0	1	0	2	2	2	1	2	1	1	2	2	2	2	1	1	1	2	2	2	2	2	1	0	0	0	2	0	0	1	2	1	1	0	2	1	0	2	1	2	1	2	1	0	2	2	2	0	2	1	0	1	0	0	2	2	0	3	0	2	2	1	2	0	3	1
family	Main genome;Eukaryota;Opisthokonta;Choanomonada;Choanoflagellida;Acanthoecida;Stephanoecidae order incertae sedis;Stephanoecidae	Stephanoecidae	1	0	0	1	0	1	0	0	2	0	0	0	1	0	6	0	1	1	3	0	1	1	0	2	2	0	1	1	1	0	0	1	0	1	0	2	0	0	4	1	3	1	1	1	1	1	1	3	1	3	0	0	0	1	2	0	0	0	3	1	0	0	4	1	0	0	0	3	0	2	0	0	1	0	0	0	1	0	0	0	0	0	1	3	0	4	0	3	3	0	4	0	5	2
family	Main genome;Eukaryota;Opisthokonta;Choanomonada;Choanoflagellida;Acanthoecida;Acanthoecidae order incertae sedis;Acanthoecidae	Acanthoecidae	0	0	1	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	2	0	0	1	0	0	2	3	0	0	0	0	0	0	0	0	1	1	0	0	3	2	0	0	0	2	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	2	0	1	0	1	1	0	0	0	3	0
family	Main genome;Eukaryota;Opisthokonta;Cryptomycota Holomycota kingdom incertae sedis;Cryptomycota;Rozella class incertae sedis;Rozella order incertae sedis;Rozella family incertae sedis	Rozella family incertae sedis	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family	Main genome;Eukaryota;Opisthokonta;Cryptomycota Holomycota kingdom incertae sedis;Cryptomycota;Paramicrosporidium class incertae sedis;Paramicrosporidium order incertae sedis;Paramicrosporidium family incertae sedis	Paramicrosporidium family incertae sedis	1	1	2	1	1	2	0	1	1	0	2	1	1	0	1	2	0	1	1	2	1	1	1	1	2	1	2	1	1	1	0	3	2	1	1	2	1	1	1	1	1	1	3	0	1	1	1	1	1	1	1	1	0	0	2	0	0	1	2	1	1	1	1	2	1	1	0	1	1	1	2	1	1	2	1	0	2	0	1	1	0	0	2	2	0	1	0	2	1	1	3	1	1	1
family	Main genome;Eukaryota;Opisthokonta;Mesomycetozoa;Abeoformidae;Pirum class incertae sedis;Pirum order incertae sedis;Pirum family incertae sedis	Pirum family incertae sedis	1	2	1	0	1	2	2	3	1	0	3	3	1	0	2	1	1	2	2	1	1	3	1	2	2	0	3	3	1	2	0	2	0	0	3	1	3	1	1	2	0	1	1	1	1	2	2	2	2	1	1	2	2	1	3	0	0	3	3	2	0	0	1	2	1	2	0	1	1	3	2	1	1	1	2	0	2	3	1	2	0	0	3	0	0	1	0	2	1	3	2	3	2	1
family	Main genome;Eukaryota;Opisthokonta;Mesomycetozoa;Abeoformidae;Abeoforma class incertae sedis;Abeoforma order incertae sedis;Abeoforma family incertae sedis	Abeoforma family incertae sedis	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
